headline,url,time,summary,tags
“刚果（金）与美国若达成矿产协议，可能触怒中国”,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7990267.shtml,2025-05-21 15:46:00,[文/观察者网 阮佳琪] 作为全球最大钴生产国，刚果（金）于今年2月下旬实施为期4个月的钴出口禁令，旨在提振低迷的钴价。随着禁令即将到期...,
外交部：中巴合作不针对第三方,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7987811.shtml,2025-05-21 15:43:00,5月21日，外交部发言人毛宁主持例行记者会。 有外媒记者提问，昨天，王毅外长与巴基斯坦副总理兼外长达尔会谈。除了已发布的消息稿内容外...,"外长,毛宁,达尔"
外交部：中方高度重视同太平洋岛国的关系 双方友好合作关系正不断深化和发展,https://news.sina.com.cn/c/2025-05-21/doc-inexiimy0312973.shtml,2025-05-21 15:34:00,【外交部：中方高度重视同太平洋岛国的关系双方友好合作关系正不断深化和发展】财联社5月21日电，外交部发言人毛宁5月21日主持例行记者会。有记者提问，中方刚刚发布,
是否担心关税战等外部因素冲击中国经济？外交部：有能力、有条件、有底气,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7987790.shtml,2025-05-21 15:30:00,5月21日，外交部发言人毛宁主持例行记者会。有记者提问，我们关注到联合国在日前发布的报告中指出，受到关税战等影响，2025年全球经济增速预计将放缓至2.4%，比,
A股收评：上证指数涨0.21%，创业板指涨0.83%，黄金、创新药、固态电池等概念活跃,https://news.sina.com.cn/c/2025-05-21/doc-inexicea0426831.shtml,2025-05-21 15:05:00,5月21日，A股三大指数集体上涨，截至收盘，上证指数涨0.21%，深证成指涨0.44%，创业板指涨0.83%；北证50涨0.39%。两市成交额约11734.78,
2024年平均工资，涨了,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6078577.shtml,2025-05-21 14:32:00,来源：中国新闻周刊 5月16日，国家统计局在官网公布了2024年全国城镇非私营单位就业人员和城镇私营单位就业人员的年平均工资等数据。,"就业,王萍萍"
四川绵阳一村民在外务工家中老宅被拆，镇政府回应：系施工方误拆,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6072974.shtml,2025-05-21 14:19:00,四川绵阳市游仙区信义镇农民杨清虎和妻子两人在上海务工，在没得到任何通知的情况下，老家的房子却被拆除。相关部门事后解释系“误拆”。,"绵阳市,施工方,村民"
“严禁踩踏！”大学生掉进化粪池遇难次日，校内多处井盖立了警示牌,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8095004.shtml,2025-05-21 14:10:00,极目新闻记者 邓波 5月19日下午，重庆对外经贸学院一名学生掉进化粪池，不幸身亡。 据极目新闻此前报道，遇难的学生姓张，今年20岁，上大一...,"警示牌,大学生,井盖"
中国与东盟十国全面完成中国—东盟自贸区3.0版谈判,https://news.sina.com.cn/c/2025-05-21/doc-inexicef2844451.shtml,2025-05-21 14:10:00,5月20日，中国—东盟经贸部长特别会议以线上方式举行，双方经贸部长共同宣布全面完成中国—东盟自贸区3.0版谈判。3.0版谈判于2022年11月启动，历经近两年时,
云南陆良县发生一起装载机致人伤亡事件，造成6死4伤,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6068796.shtml,2025-05-21 14:03:00,澎湃新闻从相关渠道获悉，5月18日上午，云南曲靖市陆良县马街镇大龙潭村发生一起装载机致人员伤亡事件，截至事发当日16时，已造成6人死亡，4人受伤，其中1人受伤较重...,"云南省,装载机,人员伤亡"
话剧《大宅门》编剧刘深追忆朱媛媛：她为人热情、德艺双馨,https://news.sina.com.cn/o/2025-05-21/doc-inexicec6063949.shtml,2025-05-21 13:44:00,新京报讯（记者刘臻）5月21日，中国国家话剧院一级演员辛柏青发布妻子朱媛媛去世讣告，“媛媛于2025年5月17日上午11点39分，永远地离开了我们。,"朱媛媛,大宅门,追忆"
又一世纪运河来了？,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8096097.shtml,2025-05-21 13:36:00,浙赣运河，又有新消息。近日，浙江《关于高水平建设“航运浙江”的实施意见》正式实施，其中明确提出“谋划推进浙赣运河”，引发业界广泛关注。浙赣运河，途经浙江杭州、衢,
40℃以上！多地发布高温红色预警 防暑指南已备好,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8065981.shtml,2025-05-21 13:23:00,今天（21日），受高空暖脊影响，山西省临汾市高温天气持续，大部分地区最高气温将达到37℃以上，其中多个县市区的最高温度将达到40℃以上。山西省临汾市气象台已经升,
与朱媛媛合作的《造城者》才杀青，黄晓明：她都没有说过癌症的事,https://news.sina.com.cn/zx/2025-05-21/doc-inexicea0390111.shtml,2025-05-21 13:15:00,5月21日，演员辛柏青在微博发布讣告，表示其妻子、知名演员朱媛媛于5月17日离世，年仅51岁。辛柏青写道：“在与癌症抗争的近五年时间里她并没有悲观消沉，依然坚定...,"朱媛媛,黄晓明,造城者"
女演员李凯馨前助理致歉，称“辱骂国人”录音为剪辑合成,https://news.sina.com.cn/c/2025-05-21/doc-inexhwwe0513985.shtml,2025-05-21 12:48:00,近日，新加坡籍华裔艺人@李凱馨Eleanor 因一段“辱华录音”引发关注。5月21日，其前助理@鱼了个鲸_ 发布声明称，李凯馨“辱骂国人”录音是自己恶意剪辑、合成、捏造...,"李凯馨,Eleanor"
镜头丨小满时节万物盈,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6087687.shtml,2025-05-21 11:50:00,清和入序殊无暑，小满先时政有雷。小满是夏季第二个节气，万物生长旺盛，达到小得盈满的状态。盛夏将至、南风送暖，百草丰茂、麦穗初齐，全国各地农民抢抓农时忙农事...,贵州省
黄仁勋称美对华AI芯片出口管制“失败”，英伟达中国市场份额暴跌,https://news.sina.com.cn/o/2025-05-21/doc-inexhwwf6166583.shtml,2025-05-21 11:37:00,英伟达在中国的市场份额已从美国前总统拜登执政初期的95%降至目前的50%。 5月21日，英伟达CEO黄仁勋在台北Computex2025大会上表示...,"黄仁勋,英伟达,出口管制"
演员辛柏青发讣告，妻子朱媛媛去世,https://news.sina.com.cn/c/2025-05-21/doc-inexhwwe0475896.shtml,2025-05-21 11:07:00,[演员辛柏青发讣告，妻子朱媛媛去世]辛柏青微博5月21日发讣告，全文如下： 另据极目新闻报道：辛柏青发布妻子朱媛媛去世讣告，曾饰演《贫嘴张大民的幸福生活》《送你一朵小...,
刘诗诗已转让公司股权给吴奇隆 二者已无共同关联公司,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6274710.shtml,2025-05-21 10:25:00,娱乐圈那点事其实就跟坐公交车一样，到站了你可以上去，到站了你也可以下去，车一直在跑，而车上的人则换了一批又一批，一辆车是不可能只载一个人的，一个人也不会想只坐一,
金科1470亿元债务“一键清零”，房地产最大重整案获批背后争议不断,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0588345.shtml,2025-05-21 10:24:00,新黄河记者：苏冉涉及债务规模达1470亿元，债权人超8400家，覆盖全国30余个城市，房地产行业迄今规模最大的重整案近日引发社会各界关注。5月11日，金科股份（,
贵州省2名县处级干部接受纪律审查和监察调查,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3029794.shtml,2025-05-21 10:00:00,黔西南州普安县政协原党组书记、主席王仕祥接受纪律审查和监察调查据黔西南州纪委监委消息：黔西南州普安县政协原党组书记、主席王仕祥涉嫌严重违纪违法...,"贵州省,黔西南州,黔南州"
涉嫌受贿罪、违法发放贷款罪，中国建设银行原副行长章更生被决定逮捕,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6252672.shtml,2025-05-21 10:00:00,正义网记者5月21日从最高人民检察院获悉，中国建设银行原党委委员、副行长章更生涉嫌受贿、违法发放贷款一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，,
恒大地产等被执行14.2亿,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0581900.shtml,2025-05-21 09:58:00,天眼查法律诉讼信息显示，5月20日，恒大地产集团有限公司新增3条被执行人信息，执行标的合计14.2亿余元，涉及金融借款合同纠纷等案件，案件被执行人还包括景德镇市,
外交部副部长马朝旭会见美国新任驻华大使庞德伟,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3007443.shtml,2025-05-21 09:28:00,据外交部网站消息，2025年5月20日，外交部副部长马朝旭会见美国新任驻华大使庞德伟。双方就当前中美关系及共同关心的重要问题坦诚、深入交换了意见。马朝旭强调，中,
A股开盘：上证指数跌0.01%，创业板指涨0.17%，黄金、超级计算机、农村电商等概念走强,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3031674.shtml,2025-05-21 09:28:00,5月21日早间A股开盘，上证指数跌0.01%，深证成指跌0.03%，创业板指涨0.17%，北证50跌0.24%。黄金、有色·锑、超级计算机、农村电商、天津国资概,
存贷款利率同步下降 专家：有利于加大金融支持实体经济力度,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6227083.shtml,2025-05-21 09:19:00,20日，1年期和5年期以上贷款市场报价利率（LPR）均同步下降10个基点，分别降至3.0%和3.5%。同日，主要银行也优化了存款挂牌利率。专家表示，LPR下降有,
四川省外卖骑手接单将不再强制要求上传健康证,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0548086.shtml,2025-05-21 09:18:00,近日，总台中国之声独家报道了从去年11月份开始，四川省尝试全省的外卖送餐人员、售卖预包装食品的工作人员不需要办理健康证就能上岗，同时，体检机构也不再接待外卖员做,
广东：鼓励因地制宜采用发放购房补贴、房票等形式支持进城农民购房,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0551755.shtml,2025-05-21 09:07:00,近日，中共广东省委全面深化改革委员会印发《关于以改革更好促进“百县千镇万村高质量发展工程”的若干措施》。其中提出，完善住房保障机制。健全县域房地产市场高质量发展,
悬水之台的“孤勇者”,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2990881.shtml,2025-05-21 08:58:00,在东海浩渺的碧波之上，舟山嵊泗绿华山减载平台如一座沉默的巨人，矗立于海天之间。这里没有城市的霓虹，没有市井的喧嚣，唯有浪涛的轰鸣与海风的呼啸。,舟山市
长图丨小满：满而不盈 守正于心,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6215359.shtml,2025-05-21 08:55:00,,
商务部就美国企图全球禁用中国先进计算芯片发表谈话,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6213786.shtml,2025-05-21 08:50:00,商务部新闻发言人就美国企图全球禁用中国先进计算芯片发表谈话。中方注意到，美国商务部近日发布指南，以所谓推定违反美出口管制为由，企图在全球禁用中国先进计算芯片，包,
贯彻落实中央纪委四次全会精神 提升监督执纪执法业务水平,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8209986.shtml,2025-05-21 08:47:00,纪检监察机关深化以案代训实战练兵提升监督执纪执法业务水平从刚入职时一份谈话记录要反复修改多遍，到三年后成为县纪委监委留置案件内审谈话能手...,"纪检监察,全会,中央纪委"
国内首份深海采矿车试验环境影响声明报告获批,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6212597.shtml,2025-05-21 08:47:00,近日，由中国五矿所属长沙矿冶院牵头编制的《中国五矿多金属结核合同区A-5区块深海多金属结核采矿车单体试验环境影响声明报告》成功通过国际海底管理局法律和技术委员会审...,"长沙市,法律"
西藏首台氢能重型卡车成功试车,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201854.shtml,2025-05-21 08:46:00,近日，由东方电气集团提供全产业链技术支撑的西藏首台氢能重型卡车，在林芝经济开发区圆满完成试车任务，标志着我国氢能装备技术实现高原适应性重大突破。,"试车,卡车"
时效提升一倍！烟台口岸首趟“一单制”跨境铁海联运班列开行,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201802.shtml,2025-05-21 08:46:00,近日，一列满载韩国货品的跨境班列从山东烟台港发车，前往吉尔吉斯斯坦。这是烟台口岸首趟 “一单制”跨境铁海联运班列，全程运输由此前的25天缩短到12天左右。,"烟台市,海运,山东省"
用等量的煤发更多的电 我国首个国产超级耐热钢机组成功吊装,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528384.shtml,2025-05-21 08:46:00,5月20日，我国首个国产超级耐热钢机组在大唐山东郓城630℃国家电力示范项目建设现场成功吊装，标志着我国自主研制的马氏体耐热钢首次实现工程化应用...,"大唐,山东省"
压实责任 督促整改推动,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2993882.shtml,2025-05-21 08:46:00,办好老百姓的事，关键在于加强农村基层党组织建设，发挥党支部战斗堡垒作用和党员先锋模范作用。纪检监察机关立足职能职责，针对农村党组织软弱涣散...,巡察
亚洲最大压气站迈入“无人值守”智能时代,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201591.shtml,2025-05-21 08:46:00,5月15日，由中国石油管道局承建的中卫作业区智能站项目顺利通过验收，标志着亚洲最大天然气枢纽站——中卫压气站成功升级为亚洲首座无人值守智能站。,"亚洲,无人值守,中卫市"
我国首批商用堆产碳-14同位素投入市场,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528104.shtml,2025-05-21 08:45:00,5月16日，我国核技术应用领域迎来重大里程碑时刻——首批商用堆产碳-14同位素从中核集团旗下中国核电投资控股的秦山核电基地正式发运，投入市场。,
方圆谈丨自觉破除特权思想、特权行为,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2994194.shtml,2025-05-21 08:44:00,日前，中国银行湖南省分行原首席业务经理黄志刚被开除党籍，按规定取消其享受的退休待遇，通报指出，黄志刚特权思想严重，无视中央八项规定精神，长期违规收受礼品礼金...,"特权思想,方圆,党员"
InXinjiang (53)丨这位俄罗斯青年政治家第一次来新疆，百感交集,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2985345.shtml,2025-05-21 08:41:00,来源：石榴云  前不久，俄罗斯自由民主党国际部负责人谢尔盖·斯博尔诺夫来乌鲁木齐参加上合组织政党论坛，这是他首次来到新疆。接受《InXinjiang》节目采访时...,
镜头丨小满，向着希望,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6215487.shtml,2025-05-21 08:41:00,小满到，夏意浓。此时绿草清幽，雨水充沛，枝头缀果，各地陆续进入农忙时节，收获的希望就在眼前。 小满悄然而至，柳州市融水苗族自治县元宝山上树木郁郁葱葱...,柳州市
贯彻落实中央纪委四次全会精神  提升监督执纪执法业务水平,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201256.shtml,2025-05-21 08:34:00,纪检监察机关深化以案代训实战练兵提升监督执纪执法业务水平 从刚入职时一份谈话记录要反复修改多遍，到三年后成为县纪委监委留置案件内审谈话能手...,"纪检监察,全会,中央纪委"
航行警告：南海部分水域进行军事训练，禁止驶入,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8225260.shtml,2025-05-21 08:26:00,来源：央视网央视网消息：据中国海事局网站消息，清澜海事局发布航行警告，5月20日至5月21日，每日19时至22时，南海以19-37.12N 110-57.32E为中心...,南海
时政新闻眼丨再赴河南考察，习近平为何强调这两个关键词？,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexitzv5807057.shtml,2025-05-21 08:25:00,高质量发展、高效能治理，是习近平总书记提出的重要命题。他曾指出，要有针对性地部署对高质量发展、高效能治理具有牵引性的重大规划、重大改革、重大政策。,
母校回应黄杨钿甜艺考被质疑有水分：专业考试系学生自行准备,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528126.shtml,2025-05-21 08:16:00,来源：九派新闻 [#母校回应黄杨钿甜艺考被质疑有水分#：专业考试系学生自行准备]#黄杨钿甜是高中母校该专业最后一届#近日，因“天价耳环”深陷舆论漩涡的年轻女演员黄杨钿甜...,
一见·从龙门石窟之行，感悟中华文明的包容与自信,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexhnhk0646106.shtml,2025-05-21 08:05:00,洛阳城南，伊水潺潺，苍峰屏峙，石窟生辉。5月19日，习近平总书记在河南省洛阳市考察了龙门石窟，了解当地加强历史文化遗产保护利用、推动文旅产业高质量发展等情况。,
时政微纪录丨习近平总书记河南行,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexhnhp3107365.shtml,2025-05-21 08:03:00,初夏时节，习近平总书记先后到洛阳、郑州考察调研。 19日下午，习近平首先来到洛阳轴承集团股份有限公司考察，他了解企业发展历程，听取不同类型轴承产品用途和性能介绍...,
广东明确：不得以任何方式强制购买中小学校服，7月1日起施行,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0653935.shtml,2025-05-21 07:47:00,近日，广东省教育厅、省发展和改革委员会、省工业和信息化厅、省财政厅、省市场监督管理局等五部门联合印发《关于加强中小学生校服管理工作的指导意见》。《意见》明确，校,
贯彻落实中央纪委四次全会精神 提升监督执纪执法业务水平,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhq8315773.shtml,2025-05-21 07:44:00,纪检监察机关深化以案代训实战练兵提升监督执纪执法业务水平 从刚入职时一份谈话记录要反复修改多遍，到三年后成为县纪委监委留置案件内审谈话能手...,"纪检监察,全会,中央纪委"
我省举办科技服务进园区推进会,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0642275.shtml,2025-05-21 07:44:00,5月20日，由省生产力促进中心主办的纵深实施科技服务进产业园区行动工作推进会在南京举行。活动现场，省实验室联盟和省技术转移联盟发布前沿技术重大成果。,江苏省
广西桂林紧盯重点环节开展清单式监督 优化公平竞争市场环境,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0642250.shtml,2025-05-21 07:43:00,日前，广西壮族自治区桂林市叠彩区纪委监委督查组来到当地多家企业走访，聚焦党员干部、公职人员滥用执法权以罚代管、吃拿卡要、收受贿赂...,"桂林市,纪检监察,惠企"
全省各地开展“5·20世界计量日”系列活动,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0642140.shtml,2025-05-21 07:43:00,今年5月20日是《米制公约》签署150周年纪念日，也是第26个世界计量日，主题是“计量顺时代之需，应民生之盼”。近期，全省市场监管部门开展计量走进社区、乡村、学校、企业...,
甘肃能化下属煤矿发生透水事故致3人死亡，上月另一下属煤矿事故5人遇难,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhq8319157.shtml,2025-05-21 07:42:00,极目新闻记者 刘闪 5月21日，甘肃能化股份有限公司（000552）董事会发布公告，5月19日，公司下属甘肃靖煤能源有限公司王家山煤矿分公司一号井二204工作面突发透水事故...,"甘肃省,煤矿"
黔西南：紧盯重要节点 持续纠治“四风”顽疾,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhm6330496.shtml,2025-05-21 07:03:00,“兴仁市卫生健康局原党组书记、局长保健违规收受管理和服务对象礼品礼金……”近日，黔西南州纪委监委公开通报4起违反中央八项规定精神典型问题。,"黔西南布依族苗族自治州,黔西南州,纪检监察"
庆阳：助企纾困出实招  “三抓三促”见真章,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhq8306856.shtml,2025-05-21 06:57:00,“真是太感谢你们了，目前很多欠款单位已陆续向我们回款，公司终于能正常运营了！”近日，庆阳圣元环保公司负责人将一面写有“真抓实帮...,"庆阳市,环保"
三堂会审 | 帮亲属伪造职工身份参保骗取养老金如何定性,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhp3095943.shtml,2025-05-21 06:56:00,特邀嘉宾易海奎 重庆市城口县纪委监委案件审理室主任陈 东 重庆市城口县纪委监委第七纪检监察室副主任朱 光 重庆市城口县人民检察院一级检察官夏忠强 重庆市城口县人民法院...,"退休,养老金,重庆市"
红古：“片区协作+交叉监督”激活基层监督“神经末梢”,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0633375.shtml,2025-05-21 06:55:00,不久前，兰州市红古区纪委监委查处了一起因村干部阻碍施工，导致农村公益事业财政奖补项目进展缓慢、损害群众利益问题。这是该区纪委监委实行“片区协作+交叉监督”机制以来...,纪检监察
为干事创业贡献纪检监察力量,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhq8306631.shtml,2025-05-21 06:54:00,纪检监察机关要把从严管理监督和鼓励担当作为统一起来，引导党员干部全面理解和执行党的纪律规矩，在遵规守纪的前提下，安心工作、放手干事、锐意进取、积极作为。,纪检监察
提升风腐同查同治能力,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0633230.shtml,2025-05-21 06:54:00,二十届中央纪委四次全会指出，健全不正之风和腐败问题同查同治机制，着力推动正风反腐一体深化。江苏省灌云县纪委监委不断完善风腐同查同治工作机制...,"同治,腐败"
航行警告：渤海部分区域进行实弹射击 禁止驶入,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhm6321053.shtml,2025-05-21 06:49:00,据中国海事局网站消息，唐山海事局发布航行警告：5月21日0时至5月22日24时，渤海部分区域进行实弹射击，禁止驶入。 实弹射击海域 以N 39°24′35″、E 119°13′44″为顶点...,"渤海,实弹射击,唐山市"
暴雨预警：重庆贵州等地有大到暴雨 部分地区或现大暴雨,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8240949.shtml,2025-05-21 05:59:00,来源：央视网 央视网消息：中央气象台5月21日06时继续发布暴雨蓝色预警，预计，5月21日08时至22日08时，四川东部、重庆中南部、贵州北部等地部分地区有大到暴雨，其中...,"暴雨,贵州省,暴雨预警"
大雾黄色预警：渤海海峡黄海等海域有能见度不足1公里的大雾,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3017230.shtml,2025-05-21 05:59:00,来源：央视网 央视网消息：中央气象台5月21日06时继续发布大雾黄色预警，预计，5月21日白天至夜间，渤海海峡、黄海大部海域、成山头附近海域、青岛港...,"大雾,黄海,黄色预警"
跨境急单潮涌：美国买家不再讨价还价，中国工厂昼夜赶工,https://news.sina.com.cn/c/2025-05-21/doc-inexfvkt6688316.shtml,2025-05-21 01:44:00,中美大幅降低双边关税水平，沉寂已久的中美贸易市场仿佛一夜之间被激活。 据新华社报道，5月12日，中美双方发布《中美日内瓦经贸会谈联合声明》。,"美国,中美,王莉"
中方敦促美国停止将溯源问题政治化,https://news.sina.com.cn/c/2025-05-21/doc-inexfvks0997114.shtml,2025-05-21 00:51:00,5月20日，针对美国在第78届世卫大会上就溯源等问题发表不实言论，中国常驻日内瓦代表团发言人表示，美国这样一个宣布退出世卫组织的国家...,"中国,世卫组织,美国"
王毅会见美国亚洲协会会长康京和,https://news.sina.com.cn/c/2025-05-21/doc-inexfvkw8664592.shtml,2025-05-21 00:14:00,2025年5月20日，中共中央政治局委员、外交部长王毅在京会见美国亚洲协会会长康京和。 王毅说，中国对美政策保持连续性和稳定性，始终遵循习近平主席提出的相互尊重...,"王毅,康京和,美国"
环球时报社评：从赖清德这一年看到“台独”的末路狂奔,https://news.sina.com.cn/c/2025-05-21/doc-inexfvkw8658390.shtml,2025-05-20 23:51:00,#从赖清德这一年看到台独末路狂奔#【#环球时报社评#：从赖清德这一年看到“台独”的末路狂奔】5月20日，台湾地区领导人赖清德上台满一年。,"赖清德,台独,台湾省"
省委巡视结束后，朱秀英被查！前任5个月前已落马,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhm6323212.shtml,2025-05-20 23:51:00,编辑丨余晖据“廉洁广州”5月20日消息，广州市从化区委常委、政法委书记朱秀英涉嫌严重违纪违法，目前正接受广州市纪委监委纪律审查和监察调查。公开资料显示，朱秀英曾,
他对中国和美国的预测，引起关注！,https://news.sina.com.cn/c/2025-05-21/doc-inexfvkv3446957.shtml,2025-05-20 23:50:00,近日，美国普林斯顿大学一位关注和研究中国工业政策的学者在美国《纽约时报》撰文，称当中国正在高科技领域取得越来越多的突破时...,美国
纪法百科•一图读懂应知应会党纪法规《信访工作条例》,https://news.sina.com.cn/c/2025-05-20/doc-inexfray8785904.shtml,2025-05-20 23:18:00,来源：中央纪委国家监委网站,信访工作条例
王毅：中方将一如既往坚定支持巴方维护国家主权和领土完整,https://news.sina.com.cn/c/2025-05-20/doc-inexfrau1107559.shtml,2025-05-20 22:58:00,来源：政知见 据外交部网站消息，5月20日，中共中央政治局委员、外交部长王毅在京同巴基斯坦副总理兼外长达尔举行会谈。 王毅说，中巴双方就巩固传统友谊、加强互利合作...,
假和平真谋“独”！赖清德两面手法枉费心机注定失败,https://news.sina.com.cn/c/2025-05-20/doc-inexfray8776159.shtml,2025-05-20 22:33:00,5月20日，台湾地区领导人发表就职一周年讲话并在讲话结束后接受媒体采访，此前还接受多家媒体采访，再次用欺骗性话术重弹所谓“民主对抗威权”老调...,"赖清德,大陆,台独"
知名景点楼宇突发坍塌，去年刚花近300万元维修，央视曝光：坍塌部分系违规修建，是“假古董”,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhm6324332.shtml,2025-05-20 22:23:00,5月19日，安徽凤阳鼓楼突发屋顶瓦面大面积脱落坍塌，持续数分钟。5月20日，“凤阳鼓楼坍塌”登上微博热搜第一。当地通报：维修项目去年3月竣工验收据安徽滁州凤阳县,
多家外资机构最新发声：正逐步提升中国资产配置比例，积极布局人工智能、新消费等,https://news.sina.com.cn/c/2025-05-20/doc-inexfrau1098746.shtml,2025-05-20 22:11:00,来源：财联社 财联社5月20日讯（记者 沈述红）5月19日至20日，由深圳证券交易所主办的2025全球投资者大会在深圳举行，国内外交易所...,"投资者,人工智能,海外投资者"
倒查十年！广西党委书记要求严肃追责，6位省部级任组长,https://news.sina.com.cn/c/2025-05-20/doc-inexfrau1095967.shtml,2025-05-20 22:01:00,5月20日，广西壮族自治区党委书记陈刚以“自治区涉重金属环境安全隐患排查整治工作领导小组组长”的身份，到位于自治区生态环境厅集中办公的领导小组综合协调组办公室和排查...,
队史首冠！布朗41+5+9 周琦15中12空砍31+10 广厦4-2北京夺冠,https://news.sina.com.cn/c/2025-05-20/doc-inexfrav6781155.shtml,2025-05-20 21:53:00,来源：直播吧 直播吧5月20日讯 CBA总决赛G6，北京今日回到主场迎战广厦，上场比赛凭借着翟晓川的两罚准绝杀北京成功扳回一城，不过大比分2-3落后仍无路可退...,
翻越高山，成为高山！浙江广厦成CBA历史第八支夺冠球队,https://news.sina.com.cn/c/2025-05-20/doc-inexfray8767621.shtml,2025-05-20 21:53:00,当终场哨声响起，近几年最具悬念的一个赛季也终于迎来大结局。 北京时间5月20日，浙江广厦以125比118拿下胜利，大比分4比2击败北京北汽，获得队史首个CBA总冠军。,"广厦男篮,胡金秋,孙铭徽"
25年来，DNA存储领域有哪些重要突破？1克DNA能存储215PB数据是什么概念？,https://news.sina.com.cn/c/2025-05-20/doc-inexfrax3553526.shtml,2025-05-20 21:42:00,大家好，我是清华大学机械工程系的教授熊卓，很高兴在这里分享我的团队对于DNA存储领域的了解和思考。DNA是我们很熟悉的生物大分子，但“DNA存储”一词对大家仍较,
巴基斯坦副总理在华表态：感谢中方主持公道,https://news.sina.com.cn/c/2025-05-20/doc-inexfrax3549629.shtml,2025-05-20 21:26:00,外交部网站消息，2025年5月20日，中共中央政治局委员、外交部长王毅在京同巴基斯坦副总理兼外长达尔举行会谈。 王毅说，中巴双方就巩固传统友谊、加强互利合作...,"中国,王毅,巴基斯坦"
连续4任市长过去1年多被查，昆明市委发声,https://news.sina.com.cn/c/2025-05-20/doc-inexfrau1084742.shtml,2025-05-20 21:15:00,来源：政事儿 云南“昆明发布”消息，5月20日，全市集中开展警示教育持续净化政治生态动员部署会召开。 会议强调，要深入学习贯彻习近平总书记关于党的自我革命的重要思想和...,
最新！“俄方将向中国通报”,https://news.sina.com.cn/c/2025-05-21/doc-inexfkuu1768950.shtml,2025-05-20 20:28:00,据俄罗斯卫星社5月20日报道，俄罗斯外交部副部长安德烈·鲁登科对俄罗斯卫星社表示，莫斯科将向北京通报与乌克兰和美国就解决俄乌冲突问题的接触情况。,"俄罗斯卫星,中国,乌克兰"
【央视快评】奋力谱写中原大地推进中国式现代化新篇章,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexfkuz3665219.shtml,2025-05-20 20:19:00,5月19日至20日，习近平总书记在河南考察并听取河南省委和省政府工作汇报，对河南各方面取得的成绩给予肯定，对下一步工作提出明确要求。,"河南省,总书记,大地"
