headline,url,time,summary,tags
习语丨总书记为何如此重视周边工作？,https://news.sina.com.cn/c/xl/2025-04-13/doc-inesyytt9452852.shtml,2025-04-12 16:58:00,点击查看原图“聚焦构建周边命运共同体，努力开创周边工作新局面。”4月8日至9日，中央周边工作会议在北京举行。习近平总书记出席会议并发表重要讲话，系统总结新时代以,
国家海洋预报台发布海浪黄色警报,https://news.sina.com.cn/c/2025-04-12/doc-inesxaas0452605.shtml,2025-04-12 16:58:00,来源：央视网央视网消息：国家海洋预报台根据《海洋灾害应急预案》发布海浪黄色警报。受较强冷空气与出海气旋的共同影响，预计：4月12日夜间到13日白天，渤海、黄海...,"海浪,山东省,辽宁省"
【讲习所·中国与世界】习近平：中西要推动构建公正合理的全球治理体系,https://news.sina.com.cn/c/xl/2025-04-12/doc-inesxaaq3817715.shtml,2025-04-12 16:43:00,[本期导读] 4月11日，中国国家主席习近平在北京会见来华访问的西班牙首相桑切斯时表示，中西友好是两国人民基于传统友谊、现实需要、长远利益作出的正确抉择...,"中国,习近平,西班牙"
四川内江市资中县发生3.1级地震，震源深度8千米,https://news.sina.com.cn/c/2025-04-12/doc-inesxaav1493137.shtml,2025-04-12 16:41:00,来源：央视网央视网消息：据中国地震台网微信公众号消息，据中国地震台网正式测定，4月12日16时34分在四川内江市资中县发生3.1级地震，震源深度8公里，震中位于北纬29...,"四川省,地震,震源深度"
跟着习主席去马来西亚｜看！这朵“并蒂花”绽放得愈发灿烂,https://news.sina.com.cn/c/xl/2025-04-13/doc-inesyqec0712961.shtml,2025-04-12 16:36:00,中国钦州与马来西亚关丹，相距1225海里。两座“姊妹园”，串联起两座城市、两个国家的共同梦想。“中马钦州产业园区和马中关丹产业园区相继启动，开创了中国同东盟国家,
北京紧急调配避险停车场 累计达115处,https://news.sina.com.cn/c/2025-04-12/doc-inesxaaq3814875.shtml,2025-04-12 16:26:00,来源：央视网央视网消息：据“北京发布”微信公众号消息，为应对北京市近10年首个全市大风橙色预警，北京静态交通公司启动极端天气应急响应机制...,"北京市,停车场"
落地窗被整扇拔掉！河南一地气象局回应“15级大风”：建站60多年来记录到的最大风速,https://news.sina.com.cn/c/2025-04-12/doc-ineswvux1612860.shtml,2025-04-12 15:47:00,来源：大河报 据河南省气象台监测显示，4月11日6时至12日6时，河南大部出现8级到10级阵风，最大风力达15级（林州市马安脑46.8米/秒）。,
杭州—小区外立面部分墙体被狂风吹掉，有人被砸正在医院抢救,https://news.sina.com.cn/c/2025-04-12/doc-ineswvux1607294.shtml,2025-04-12 15:31:00,潮新闻客户端 记者 章然 谢春晖爆料人供图 “小区外立面部分墙体被风吹掉，好像还砸到了人，不知道人有没事？” 今天（4月12日）杭州狂风大作，下午2点多...,
青年说：连接中国与东南亚的文化纽带,https://news.sina.com.cn/c/2025-04-12/doc-ineswvus3926890.shtml,2025-04-12 15:06:00,东南亚国家和中国山水相连，人文相亲。中国与越南、柬埔寨、马来西亚的文明交流互鉴源远流长，延绵至今。 从经典名著《西游记》、到热映电影《哪吒之魔童闹海》；从极具东...,
天津蓟州区最大阵风43.2米/秒，破1951年以来历史同期极值,https://news.sina.com.cn/c/2025-04-12/doc-ineswvux1588794.shtml,2025-04-12 14:04:00,据微信公众号“天津气象”4月12日12时许消息，截至4月12日12时，天津全市出现西北风6~7级阵风10~12级，个别站14级，最大阵风43.2米/秒（14级，蓟州区盘山）...,"阵风,大风,天津市"
山西大同“订婚强奸案”二审将于4月16日公开宣判,https://news.sina.com.cn/c/2025-04-12/doc-ineswvuv7329164.shtml,2025-04-12 13:55:00,来源：大河报·豫视频 4月12日，大河报《看见》记者从山西大同“订婚强奸案”男方母亲郑女士处获悉，该案二审结果将于4月16日在大同市中级人民法院公开宣判。,
天津出现14级大风 破历史极值,https://news.sina.com.cn/c/2025-04-12/doc-ineswrnu4040586.shtml,2025-04-12 13:20:00,记者从天津市气象台了解到，11日21时起，天津市出现极端大风天气过程，截至今日12时，天津全市出现西北风6~7级阵风10~12级，个别站14级，最大阵风43.2米/秒（14级）...,"天津市,阵风,大风"
一季度汽车产销量同比均实现两位数增长,https://news.sina.com.cn/c/2025-04-12/doc-ineswrnw0668588.shtml,2025-04-12 13:12:00,中国汽车工业协会今天（4月11日）发布的最新信息显示，今年以来，一系列提振消费政策措施加速落地，消费市场提质向好，汽车行业开局运行良好。,"新能源汽车,中国汽车工业协会"
全国家电以旧换新突破1亿台,https://news.sina.com.cn/c/2025-04-12/doc-ineswrnu4037114.shtml,2025-04-12 13:10:00,记者4月11日从商务部获悉，2024年8月加力实施家电以旧换新政策以来，各地多措并举扎实推进，企业协会积极响应竞相发力，截至4月10日...,"商务部,家电"
“孙悟空”六小龄童，有新身份,https://news.sina.com.cn/zx/2025-04-12/doc-ineswrnz1710689.shtml,2025-04-12 13:04:00,4月10日，浙江绍兴文理学院举行六小龄童荣誉院长聘任仪式，聘任著名表演艺术家六小龄童（章金莱）先生为蔡元培艺术与设计学院荣誉院长。,"六小龄童,孙悟空,章金莱"
学习原声｜艰苦奋斗、勤俭节约的思想永远不能丢,https://news.sina.com.cn/c/xl/2025-04-12/doc-ineswrnu4028499.shtml,2025-04-12 12:33:00,党的十八大以来，无论是国内考察调研还是国外出访活动，习近平总书记始终以身作则、以上率下，带头严格执行中央八项规定。,
福州机场开展残损航空器搬移实战演练，真机上阵,https://news.sina.com.cn/c/2025-04-12/doc-ineswvux1588741.shtml,2025-04-12 11:57:00,4月10日，福州机场实施了一场全方位、高仿真、具实战意义的残损航空器搬移应急演练。演练现场（福州机场供图）本次演练使用一架空客A320客机，以“航班着陆偏离跑道,
中国这句话，甩了美国80条街,https://news.sina.com.cn/c/2025-04-12/doc-ineswmey0773832.shtml,2025-04-12 10:46:00,4月11日，中方继续反制，美国进口商品关税，将由84%提高到125%。一报还一报。商务部发言人说：美东时间4月10日，美方公布行政令，进一步提高对中国产品加征的,
这个行业不能“狂飙”了,https://news.sina.com.cn/c/2025-04-12/doc-ineswmew4137908.shtml,2025-04-12 10:45:00,来源：中国新闻周刊 希望通过市场价格信号引导分布式光伏高效配置 而非“一窝蜂”地只要有屋顶就去开发分布式光伏 中国电价市场化改革再迎突破。,"电网,新能源"
河南出现极端性大风 最大风力15级,https://news.sina.com.cn/c/2025-04-12/doc-ineswmfc1791329.shtml,2025-04-12 09:24:00,新华社郑州4月12日电（记者刘金辉、马意翀）河南省气象局12日发布消息称，监测显示，4月11日6时至12日6时，河南省大部出现8到10级阵风，部分县市11到13级...,"大风,阵风,河南省"
一季度中国中小企业发展指数创2020年以来新高,https://news.sina.com.cn/c/2025-04-12/doc-ineswmey0759749.shtml,2025-04-12 09:14:00,中国中小企业协会4月10日发布，一季度中国中小企业发展指数为89.5，较去年四季度上升0.5点，为2020年以来最高。中国中小企业协会的调查显示...,"中国中小企业协会,中小企业发展,中小企业"
高端访谈丨专访老挝总理宋赛,https://news.sina.com.cn/c/2025-04-12/doc-ineswvuu0555468.shtml,2025-04-12 09:11:00,他认为博鳌亚洲论坛为各国提供了互学互鉴的平台：“参加本届年会将有助于老挝与各发展中国家以及合作伙伴互相交流、学习经验。”他对中国的脱贫成就表示赞叹：“中国在这方,
强冷空气影响我国中东大部地区，多地航班受影响,https://news.sina.com.cn/c/2025-04-12/doc-ineswewy4242917.shtml,2025-04-12 09:10:00,今天，华北、华东中北部、西南地区的大风天气将影响航空运行。受极端大风天气影响，预计北京首都机场、大兴机场，以及天津、石家庄、呼和浩特机场有西北大风...,"大风,冷空气,阵风"
多措并举严查违规使用公车,https://news.sina.com.cn/c/2025-04-12/doc-ineswexc7657558.shtml,2025-04-12 08:52:00,连日来，江苏省淮安市淮阴区纪委监委党风政风监督室积极准备对全区公车使用问题开展集中约谈，这样的集中约谈已是连续第三年。,党员干部
阿联酋航空一航班备降深圳5小时被指“无餐无饮，不准下机”，机场称国际航班备降涉入境问题应航司去沟通，航司最新回应,https://news.sina.com.cn/c/2025-04-12/doc-ineswexa0885534.shtml,2025-04-12 08:49:00,4月10日，有网友发帖称，阿联酋航空的EK382航班备降深圳宝安机场5个小时，“无餐无饮，不准下机”，引发关注。11日，深圳宝安机场、香港机场工作人员告诉记者，,
探访河北三河招牌颜色“禁令”背后,https://news.sina.com.cn/c/2025-04-12/doc-ineswexa0880786.shtml,2025-04-12 08:47:00,近日，有网友发帖称河北省三河市多家商铺更换招牌颜色，红色等底色被“禁用”，一张招牌被刷成绿色的蜜雪冰城照片广泛传播并引发热议。4月8日至10日，人民网《人民直,
陕西榆林严把审理关口 守住案件质量生命线,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1909451.shtml,2025-04-12 08:42:00,陕西省榆林市纪委监委案件审理室近日会同各监督检查室、审查调查室等相关部室共同举办“审理微讲堂”。在讲堂上，审理人员围绕“蒋某某严重违纪违法案”开展业务讲解与复盘总结...,"审理工作提示,陕西省,榆林市"
买钻戒、改口费、大额转账…… 离婚时彩礼“账单”怎么算？,https://news.sina.com.cn/c/2025-04-12/doc-ineswewy4231625.shtml,2025-04-12 08:23:00,婚前数十万元大额转账、用于购买钻戒对戒的费用和婚礼上的改口费，哪些算彩礼？夫妻离婚时该如何返还？4月11日，西城区人民法院通报了一起涉及彩礼的典型案例...,"彩礼,离婚,结婚"
北京环球影城主题公园4月12日临时闭园,https://news.sina.com.cn/c/2025-04-12/doc-ineswexa0876148.shtml,2025-04-12 08:18:00,4月12日，北京环球影城发布临时闭园通告：北京市气象局发布大风橙色预警，根据相关政府部门要求，为了保障游客和团队成员的安全，北京环球影城主题公园将于2025年4,
《中国纪检监察报》新闻版头条、中央纪委国家监委网站｜贵州强化整体统筹贯通联动,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1905129.shtml,2025-04-12 08:12:00,近日，贵州省镇宁布依族苗族自治县住房和城乡建设局党组召开专题民主生活会，班子成员围绕该局原党组书记、局长严某某风腐交织问题等作对照检查、检视剖析。,"同治,贵州省,中央纪委"
4月这次强风天气从何而来？专家提醒需重点防范两类风险,https://news.sina.com.cn/c/2025-04-12/doc-ineswexc7651414.shtml,2025-04-12 08:12:00,4月11日至12日，受较强冷空气影响，华北预计将出现历史同期罕见的持续性大风。10日上午，北京市气象台发布近10年来首个大风橙色预警。,"大风,新闻1+1,阵风"
【8点见】历史新高，金饰价格突破1000元,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1902312.shtml,2025-04-12 08:01:00,来源：央视网央视网消息：每天8点，央视网为您梳理24小时内发生在咱们身边的大小事儿。 ·外交部回应美方称对华145%关税：关税战、贸易战没有赢家，中方不愿打...,
芯片原产地认定规则解读，对业内影响几何,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1899478.shtml,2025-04-12 07:45:00,来源：第一财经 “现在没有人敢报价，货在天上飘，落地的时候市场可能是另外的价格了。”一家芯片报关公司的负责人在面对芯片原产地认定新规时，发出了这样的感叹。,"芯片,美国,晶圆"
启动最新价格谈判 欧盟或取消中国生产电动汽车反补贴税,https://news.sina.com.cn/zx/2025-04-12/doc-ineswexc7647086.shtml,2025-04-12 07:40:00,本报记者陈茂利北京报道当地时间4月10日，欧盟委员会发言人表示，欧盟和中国已同意研究为中国制造的电动汽车设定最低价格，以取消欧盟于2024年征收的关税。欧盟发言,
打造全国性科技成果对接交流平台 推动科技创新和产业创新深度融合,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1899054.shtml,2025-04-12 07:36:00,4月11日，河南省“龙子湖科创路演”系列活动首场活动在郑州举行。 副省长宋争辉出席活动并致辞。他指出，“龙子湖科创路演”是全省首个科技成果转化路演中心...,中国科学院
首批乌干达咖啡豆抵豫 豫非经贸合作日益深化,https://news.sina.com.cn/c/2025-04-12/doc-ineswexa0872131.shtml,2025-04-12 07:35:00,4月11日，我省首批乌干达咖啡豆到港开箱仪式在郑州举行。 首批抵豫的19.2吨乌干达咖啡豆，由河南国际合作集团与汇川实业发展（河南）有限公司合作进口...,"河南省,经贸合作,乌干达"
全省渔业安全生产工作会议在宁召开,https://news.sina.com.cn/c/2025-04-12/doc-ineswexc7643891.shtml,2025-04-12 07:22:00,4月10日，全省渔业安全生产暨伏季休渔管理工作会议在南京召开。会上，江苏省“苏渔安”渔业安全监管系统正式上线启用。会议要求，各地要认真做好当前隐患排查和事故防范工作...,"渔业,渔船"
人民日报钟声：美国是多边贸易体制的最大破坏者,https://news.sina.com.cn/c/2025-04-12/doc-ineswewy4219960.shtml,2025-04-12 07:09:00,当地时间4月10日，在世界贸易组织成立30周年纪念活动上，多位与会代表指出，当前全球贸易正面临单边关税壁垒和不确定性加剧的挑战...,"美国是贸易大赢家,关税,美国"
天气实况：最近一小时风力逐渐加强，最大风速出现在门头沟,https://news.sina.com.cn/c/2025-04-12/doc-ineswexf1892498.shtml,2025-04-12 07:03:00,据 @气象北京 消息，受低涡影响，我市4月11日出现大风天气，11日17时至12日06时，全市598个测站中有524个测站（占比88.0%）极大风达7级及以上，359个测站（占比60...,阵风
耗资数千万元新建水库却“闲置”8年，还影响了村民饮用水？官方：系抗旱应急水库，自来水工程已重启,https://news.sina.com.cn/c/2025-04-12/doc-inesvpzp2242448.shtml,2025-04-12 06:44:00,极目新闻记者 舒隆焕 陕西吴起县大树梁水库于2015年10月开工，2017年6月竣工，由于修建水库截断了下游老水坝的水源，破坏了引水渠...,"水库,村民,抗旱"
跳水世界杯加拿大站 中国队夺混团金牌,https://news.sina.com.cn/c/2025-04-12/doc-inesvyra4348763.shtml,2025-04-12 06:29:00,北京时间4月12日，世界泳联跳水世界杯加拿大站混合团体决赛，中国队沿用了墨西哥站夺金阵容，派出王宗源、陈艺文、陈芋汐、程子龙出战，最终他们以478.80分夺得冠军。,"跳水世界杯,中国队,金牌"
大风+强对流+暴雪+沙尘暴 中央气象台今晨四预警齐发,https://news.sina.com.cn/c/2025-04-12/doc-inesvyre0991831.shtml,2025-04-12 06:01:00,中央气象台今日（12日）6时继续发布大风橙色预警、强对流天气黄色预警、暴雪黄色预警和沙尘暴蓝色预警。出行注意防范！,"大风,阵风,中央气象台"
纳斯达克中国金龙指数收盘涨1.73%,https://news.sina.com.cn/c/2025-04-12/doc-inesvuii7870460.shtml,2025-04-12 04:01:00,财联社4月12日电，纳斯达克中国金龙指数收盘涨1.73%。热门中概股涨多跌少，小鹏汽车涨超11%，蔚来涨超7%，百度、网易涨超5%，哔哩哔哩、理想汽车涨超4%，,
北京市强风持续 最大阵风风速达14级,https://news.sina.com.cn/c/2025-04-12/doc-inesvpzp2251464.shtml,2025-04-12 01:14:00,北京市强风持续，截至4月12日1：14，平原地区阵风8~11级，山区局地13级以上；全市最大阵风风速出现在门头沟高山玫瑰园（高山站） 45...,
大风到北京了，最大测到13级风！多家超市今天正常补货，北京市商务局：无需抢购！外卖平台：正推出超时骑手免责,https://news.sina.com.cn/c/2025-04-12/doc-inesvpzh4569074.shtml,2025-04-12 00:59:00,每经编辑 何小桃 受较强冷空气影响，4月11日至13日，我国中东部天气十分复杂，强降温、强雨雪、强对流、大风、沙尘纷纷登场。这股较强冷空气给华北...,"大风,北京市"
纳指涨幅扩大至1%，标普500指数涨0.9%,https://news.sina.com.cn/c/2025-04-12/doc-inesvpzh4572177.shtml,2025-04-12 00:34:00,财联社4月12日电，纳指涨幅扩大至1%，标普500指数涨0.9%，道指涨0.8%。,
北京中心城区最大风力已达10级，山区局地13级,https://news.sina.com.cn/c/2025-04-12/doc-inesvpzk1196512.shtml,2025-04-12 00:30:00,根据北京市气象台的监测，最近1小时（11日23时至12日00时），北京全市阵风普遍达8级以上，山区局地13级。瞬时最大风出现在门头沟高山玫瑰园（高山站），达 38...,"阵风,北京市"
北京今晚强风将持续 12日10时至22时为风力最强时段,https://news.sina.com.cn/c/2025-04-11/doc-inesvitk4685993.shtml,2025-04-11 23:39:00,来源：北京青年报 据北京市气象台最新消息，最近1小时（22-23时）全市阵风普遍达8级以上，山区局地13级；全市最大阵风风速出现在门头沟高山玫瑰园（高山站）39...,
河北张家口、石家庄、保定地区内高速关闭辖区所有站口,https://news.sina.com.cn/c/2025-04-11/doc-inesvitp8090133.shtml,2025-04-11 23:24:00,4月11日23时，记者从河北省公安厅高速公路交通警察总队了解到，目前张家口、保定西部、石家庄西部风力较大，大部分在8级以上，其中张家口怀安、张北、康保、万全、崇礼...,"张家口市,公安厅,石家庄市"
北京风力继续增大！门头沟一地最大阵风13级,https://news.sina.com.cn/c/2025-04-11/doc-inesvitp8076061.shtml,2025-04-11 22:28:00,最近1小时（21~22时），北京延庆、昌平、门头沟、房山、海淀、石景山部分地区阵风8级以上，山区局地13级；全市最大阵风风速出现在门头沟区高山玫瑰园，37...,"阵风,北京市"
局地大风可达12级 河南多家景区闭园赛事延期,https://news.sina.com.cn/c/2025-04-11/doc-inesvitr2358164.shtml,2025-04-11 22:23:00,据河南省气象台消息，受较强冷空气影响，4月11日8时到13日20时，河南省自西北向东南先后转西北或偏北风5到6级，阵风8到9级，其中安阳西部、鹤壁西部、新乡西部、焦作...,"大风,河南省,新乡市"
外媒：中国大量购买巴西大豆,https://news.sina.com.cn/c/2025-04-12/doc-inesvitr2336018.shtml,2025-04-11 22:00:00,来源：参考消息 据新加坡《联合早报》网站4月11日报道，中美贸易战升级影响中国对美国农产品采购，中国大豆商本周转而大量购买巴西大豆。,"巴西大豆,大豆,巴西"
两部门统筹部署中东部地区强风、沙尘、强对流天气等防范应对工作,https://news.sina.com.cn/c/2025-04-12/doc-inesvitk4690942.shtml,2025-04-11 21:22:00,来源：央视网央视网消息：4月11日，针对中东部地区强风、沙尘、强对流等灾害性天气过程，国家防灾减灾救灾委员会办公室、应急管理部密切关注本轮天气过程发展变化...,应急管理部
学习时节丨“中国人民不惹事也不怕事”,https://news.sina.com.cn/c/xl/2025-04-13/doc-inesyytv6228042.shtml,2025-04-11 20:24:00,“中国人民不惹事也不怕事”“我们从来都是在风雨洗礼中成长、在历经考验中壮大”，习近平总书记的这些话，映照出中国披荆斩棘、勇毅前行的坚定步伐。对于中国经济、经济全,
安徽省委常委、常务副省长费高云任合肥市委书记,https://news.sina.com.cn/c/2025-04-11/doc-inesvcmn4754615.shtml,2025-04-11 20:09:00,4月11日晚，合肥市召开全市领导干部会议，宣布安徽省委决定：费高云同志任合肥市委委员、常委、书记。此前，费高云担任安徽省委常委、常务副省长。,"安徽省委,市委书记,领导干部"
大风已进京！周末哪个时段风力最强？,https://news.sina.com.cn/c/2025-04-12/doc-inesvuii7859696.shtml,2025-04-11 19:43:00,预告了多日的大风如期降临。周末两天大风走向将如何变化？请您持续关注最新消息，根据预警信号做好防护。,
郭爱克同志逝世,https://news.sina.com.cn/c/2025-04-11/doc-inesvcmq1408401.shtml,2025-04-11 19:09:00,郭爱克院士治丧工作小组4月11日发布讣告，中国共产党党员、中国科学院院士、国际著名神经科学家和生物物理学家、中国科学院大学教授郭爱克同志，因病医治无效...,
王毅：美国不能任意妄为，历史车轮不能倒退,https://news.sina.com.cn/o/2025-04-11/doc-inesuxcv2506205.shtml,2025-04-11 17:46:00,2025年4月11日，中共中央政治局委员、外交部长王毅在北京会见国际原子能机构总干事格罗西时表示，当前国际局势动荡不安、乱象频出...,"王毅,美国,外交部长"
财政部：加强产权交易机构开展金融机构国有产权交易业务管理,https://news.sina.com.cn/c/2025-04-11/doc-inesvitr2362888.shtml,2025-04-11 17:34:00,来源：央视网财政部办公厅关于加强产权交易机构开展金融机构国有产权交易业务管理有关事项的通知财办金〔2025〕9号各省、自治区、直辖市、计划单列市财政厅（局）...,财政部
一见·今年首次出访，三句话展望东南亚之行,https://news.sina.com.cn/c/xl/2025-04-12/doc-ineswexc7653538.shtml,2025-04-11 17:25:00,4月14日至18日，中共中央总书记、国家主席习近平将对越南、马来西亚、柬埔寨进行国事访问。这是今年中国元首出访开篇之作，也是中央周边工作会议后面向周边的首访。,
习言道｜同世界作对，将孤立自己,https://news.sina.com.cn/c/xl/2025-04-12/doc-inesusvs4937532.shtml,2025-04-11 16:57:00,4月11日上午，国家主席习近平在北京钓鱼台国宾馆会见来华访问的西班牙首相桑切斯。习近平指出——,"习近平,桑切斯,钓鱼台"
江西发布冰雹橙色预警,https://news.sina.com.cn/c/2025-04-11/doc-inesusvu1560656.shtml,2025-04-11 16:17:00,来源：央视网央视网消息：据中央气象台网站消息，江西省气象台2025年04月11日16时17分发布冰雹橙色预警信号：预计未来6小时内，宜春、景德镇...,"江西省,冰雹,橙色预警"
商务部新闻发言人就中方针对美方再次提高对华关税实施反制答记者问,https://news.sina.com.cn/c/2025-04-11/doc-inesusvx2583599.shtml,2025-04-11 16:07:00,记者问：美东时间4月10日，美方公布行政令，进一步提高对中国输美产品加征的“对等关税”。我们注意到，中方已采取了相应关税反制措施。中方对此有何评论？答：美东时间,
商务部新闻发言人就中方在世贸组织追加起诉美进一步提高对华关税措施答记者问,https://news.sina.com.cn/o/2025-04-11/doc-inesusvx2580153.shtml,2025-04-11 16:02:00,新京报讯 据商务部消息，商务部新闻发言人就中方在世贸组织追加起诉美进一步提高对华关税措施答记者问。问：据悉，中国在世贸组织就美国进一步提高所谓“对等关税”追加提起...,
对美所有进口商品加征125%关税,https://news.sina.com.cn/c/2025-04-11/doc-inesusvs4906155.shtml,2025-04-11 15:59:00,【#对美所有进口商品加征125%关税#】#对美所有进口商品关税再提高41%#国务院关税税则委员会关于调整对原产于美国的进口商品加征关税措施的公告税委会公告2025年第6号2025年...,
新华时评·锲而不舍落实中央八项规定精神丨力戒虚功、务求实效,https://news.sina.com.cn/c/2025-04-11/doc-inesusvv8298195.shtml,2025-04-11 15:42:00,深入贯彻中央八项规定精神，各级党员干部必须力戒虚功、务求实效，坚持从实际出发，防止重“形”不重“效”，把作风建设做扎实、做到位。,
中国农发集团创建“三协同”大监督工作体系,https://news.sina.com.cn/c/2025-04-11/doc-inesusvu1517962.shtml,2025-04-11 15:33:00,中国农发集团创建大监督工作体系，构建了组织到位、职责到位、落实到位的立体化、协同性监督网络，把大监督工作有机融入党的领导、嵌入生产经营、贯穿党的建设全过程...,"中国,国务院国资委"
国务院关税税则委员会公布公告调整对原产于美国的进口商品加征关税措施,https://news.sina.com.cn/c/2025-04-11/doc-inesusvs4906494.shtml,2025-04-11 15:15:00,2025年4月10日，美国政府宣布对中国输美商品征收“对等关税”的税率进一步提高至125%。美方对华肆意加征畸高关税，严重违反国际经贸规则...,"国务院,关税,美国"
中央广播电视总台参加第35届中国新闻奖融合报道、应用创新、新媒体新闻专栏初评作品公示,https://news.sina.com.cn/c/2025-04-11/doc-inesvcmt2430250.shtml,2025-04-11 15:14:00,来源：央视网根据中国记协《中国新闻奖评选办法》和中国记协新媒体专业委员会《关于开展第35届中国新闻奖融合报道、应用创新和新媒体新闻专栏作品专项初评工作的通知》相关...,"广播电视总台,中国"
遵义职业技术学院原党委委员、副院长唐小宇被开除党籍和公职,https://news.sina.com.cn/c/2025-04-11/doc-inesusvv8302128.shtml,2025-04-11 15:05:00,据遵义市纪委监委消息：经遵义市委批准，遵义市纪委监委对遵义职业技术学院原党委委员、副院长唐小宇严重违纪违法问题进行了立案审查调查。,遵义市
A股收评：上证指数收涨0.45%，创业板指涨1.36%，芯片股全天领涨,https://news.sina.com.cn/c/2025-04-11/doc-inesunpz2677758.shtml,2025-04-11 15:04:00,4月11日，A股三大指数集体上涨，截至收盘，上证指数收涨0.45%，深证成指收涨0.82%，创业板指收涨1.36%；北证50收涨1.48%。两市成交额约1348,
中方是否会再次提高对美国进口商品关税？外交部回应,https://news.sina.com.cn/c/2025-04-11/doc-inesunpz2668953.shtml,2025-04-11 14:39:00,【环球时报-环球网报道记者索炎琦】外交部发言人林剑主持4月11日例行记者会。会上有外媒记者提问称：白宫现已证实，许多中国输美商品面临高达145%的累计关税。中方,
中国驻菲律宾使馆就一名中国公民在菲遭绑架遇害全力开展工作,https://news.sina.com.cn/c/2025-04-11/doc-inesunpu4992211.shtml,2025-04-11 14:36:00,据“中国驻菲律宾使馆”公众号4月11日消息，日前一名中国公民在菲律宾遭绑架。中国驻菲使馆高度重视，黄溪连大使第一时间作出部署，相关部门全力开展营救工作，指导并协,
外交部回应美方称对华关税达145%,https://news.sina.com.cn/c/2025-04-11/doc-inesunpz2664339.shtml,2025-04-11 14:34:00,外交部发言人林剑：中方已多次阐述在关税问题上的严正立场。关税战、贸易战没有赢家，中方不愿打，但也不怕打。我想强调，如果美方想通过对话谈判解决问题...,
沈鸿雁任国家邮政局副局长 许大纯任中国地质调查局局长,https://news.sina.com.cn/o/2025-04-11/doc-inesunpx8393399.shtml,2025-04-11 14:30:00,新京报讯 据人力资源社会保障部消息，国务院任免国家工作人员。 任命沈鸿雁（女）为国家邮政局副局长；任命许大纯为中国地质调查局局长。,"新京报,国务院,国家邮政局"
习近平会见西班牙首相桑切斯,https://news.sina.com.cn/c/xl/2025-04-11/doc-inesunpu4988488.shtml,2025-04-11 14:28:00,新华社北京4月11日电（记者邵艺博）4月11日上午，国家主席习近平在北京钓鱼台国宾馆会见来华访问的西班牙首相桑切斯。 习近平指出，当前，世界百年变局加速演进...,
新增6家中央企业宣布增持回购,https://news.sina.com.cn/c/2025-04-11/doc-inesunpz2657553.shtml,2025-04-11 14:20:00,国务院国资委全力支持央企控股上市公司不断加大增持回购力度。据不完全统计，继昨日（4月10日）9时以来，截至11日8时，新增6家央企对外积极发声，坚定看好资本市场...,
河南省防灾减灾救灾委员会办公室发布大风和强对流天气风险提示,https://news.sina.com.cn/c/2025-04-11/doc-inesunpz2660030.shtml,2025-04-11 14:03:00,河南省气象台11日8时发布大风实况，预计11日白天，全省阴天间多云，黄河以南大部、濮阳、新乡东部有分散性阵雨、雷阵雨，其中信阳、驻马店南部局地有中雨...,"大风,河南省,强对流"
中国半导体行业协会紧急通知！关税风暴将如何重构行业格局？,https://news.sina.com.cn/c/2025-04-11/doc-inesunpx8386184.shtml,2025-04-11 13:14:00,《科创板日报》4月11日讯（编辑宋子乔）今日上午，中国半导体行业协会发布关于半导体产品“原产地”认定规则的紧急通知。通知指出，根据海关总署的相关规定，“集成电路,
今天提早放学、本周末校园参观暂停，北京大中小学“备战”大风,https://news.sina.com.cn/o/2025-04-11/doc-inesunpu4961476.shtml,2025-04-11 12:55:00,根据气象部门预告，4月11日下午至13日，北京市将出现极端大风强降温天气。“视情况及时调整周五放学时间，师生周末非必要不外出。,北京市
时政微观察丨携手周边国家共创美好未来,https://news.sina.com.cn/c/xl/2025-04-12/doc-inesuhfz8485946.shtml,2025-04-11 12:30:00,4月8日至9日，中央周边工作会议在北京举行。习近平总书记出席会议并发表重要讲话，系统总结新时代以来我国周边工作的成就和经验，科学分析形势...,"命运共同体,总书记,习近平"
国际锐评｜以“中国稳”应对“美国疯”,https://news.sina.com.cn/c/2025-04-11/doc-inesuhfw5087466.shtml,2025-04-11 12:18:00,自北京时间4月10日12时01分起，中国对原产于美国的所有进口商品加征84%关税，以反制美方不断升级的关税霸凌。其他的反制措施包括：在世贸组织争端解决机制下追加,
朱立伦邀15县市长讨论应对美关税，会后声明喊话民进党当局：停止政治内耗、开放陆客,https://news.sina.com.cn/c/2025-04-11/doc-inesuhfw5071697.shtml,2025-04-11 11:55:00,[环球网报道]据台湾联合新闻网4月10日报道，国民党主席朱立伦10日晚邀请15位蓝营县市长举行“县市长联合对策会议”，共商应对美国高额关税，并在会后发表4点声明。,"朱立伦,关税,赖清德"
特朗普支持者、美国大豆协会主席敦促美方停止对华贸易战：豆农生计岌岌可危,https://news.sina.com.cn/c/2025-04-11/doc-inesuhfy1691203.shtml,2025-04-11 11:39:00,[环球网报道]据美国有线电视新闻网（CNN）10日报道，美国总统特朗普支持者、美国大豆协会主席凯莱布·拉格兰接受该媒体采访时，敦促特朗普停止发起与中国的贸易战...,"特朗普,关税,贸易战"
