headline,url,time,summary,tags,date
河北一野生动物园熊出逃，当地回应：正全力搜寻，已确定熊的位置,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtw5666417.shtml,2025-04-03 15:57:00,4月3日，有网友发帖称，河北邯郸佛山野生动物园有熊出逃。上游新闻（报料邮箱:cnshangyou@163.com）记者从当地获悉，确有熊出逃一事，目前熊已进山，,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
激发民企创新活力 加快培育新质生产力,https://news.sina.com.cn/c/2025-04-03/doc-inerwwiq8243198.shtml,2025-04-03 15:48:00,民营经济是高质量发展的重要基础，民营企业是发展新质生产力的关键力量。以“低成本+开源”模式训练出人工智能大模型，掀起“人工智能热潮”；人形机器人登上春晚舞台...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'民营企业\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
中美经贸团队目前是否有举行面对面会谈计划？商务部回应,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtw5662706.shtml,2025-04-03 15:48:00,#商务部回应中美经贸团队是否有面对面会谈计划#[中美经贸团队目前是否有举行面对面会谈计划？商务部回应]4月3日下午，商务部举行例行记者会。,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
商务部：将以最快速度向缅甸分批运送帐篷、食品及其他急需物资,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtw5661324.shtml,2025-04-03 15:48:00,[环球时报-环球网报道 记者 倪浩]4月3日下午，商务部举行例行记者会。有媒体提问称，据了解，中国政府向缅甸提供的首批紧急人道主义地震救灾援助物资运抵灾区...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'商务部\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'缅甸\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'何亚东\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
最新报告披露哈尔滨亚冬会赛事信息系统遭境外网络攻击，外交部：严重关切,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1608704.shtml,2025-04-03 15:48:00,[环球时报-环球网报道 记者 索炎琦]外交部发言人郭嘉昆主持4月3日例行记者会。会上有记者提问称：我们注意到，今天中国国家计算机病毒应急处理中心...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'外交部\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'哈尔滨市\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中国\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
我国将多措并举减轻企业负担,https://news.sina.com.cn/c/2025-04-03/doc-inerwwip1468672.shtml,2025-04-03 15:47:00,记者从2日召开的国务院减轻企业负担部际联席会议2025年工作会议获悉，今年将聚焦“四乱”、拖欠企业账款、企业成本负担重等问题，多措并举减轻企业负担。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'国务院\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
鲁比奥称中国建设的公路“使他差点得脑震荡”，外交部驳斥：为什么睁眼说瞎话,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2668559.shtml,2025-04-03 15:39:00,今天的外交部例行记者会上，有记者问：近日美国国务卿鲁比奥在访问加勒比期间称，中国在圭亚那建设的公路质量很糟糕，一路上差点得脑震荡...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'鲁比奥\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中国\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'外交部\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
中方破获菲律宾间谍案 外交部：敦促菲方停止捕风捉影、乱扣帽子,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1608918.shtml,2025-04-03 15:34:00,4月3日下午，外交部举行例行记者会。记者：中方依法拘捕3名涉嫌从事间谍活动的菲律宾籍人员，对此有何评论？外交部发言人郭嘉昆：中方有关部门已经公布了菲律宾籍在华人,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
美政府已禁止其驻华人员与中国公民发生恋爱关系？外交部回应,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtw5651623.shtml,2025-04-03 15:31:00,【环球时报-环球网报道 记者 索炎琦】外交部发言人郭嘉昆主持4月3日例行记者会。会上有外媒记者提问称：据美联社报道，美国政府已禁止其驻华人员与中国公民发生恋爱关系。...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
中方是特朗普“关税大棒”的首要目标？外交部回应,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2661403.shtml,2025-04-03 15:31:00,来源：北京青年报4月3日，外交部发言人郭嘉昆主持例行记者会。彭博社记者提问，关于关税问题，中方是否计划在4月9日之前与美国进行磋商？,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
文物话廉 | 汉《仪礼》简,https://news.sina.com.cn/c/2025-04-05/doc-inesaxxu3616980.shtml,2025-04-03 15:31:00,中国，自古谓之“礼仪之邦”。《春秋左传正义》有：“中国有服章之美，谓之华；有礼仪之大，故称夏。”礼仪二字渗透在中华民族的血脉中，无礼仪何以称“华夏”。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'仪礼\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'文物\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
商务部：中方愿与美方通过平等对话磋商解决各自关切,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2662519.shtml,2025-04-03 15:28:00,商务部4月3日举行例行新闻发布会。在被问及中美经贸团队的会面计划时，商务部新闻发言人何亚东表示，中美两国经贸部门一直保持沟通。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'商务部\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'美国\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中国\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
商务部：中方愿与美方就两国经贸领域重要问题进行交流,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2659985.shtml,2025-04-03 15:28:00,4月3日，商务部举行例行新闻发布会。在被问及中美经贸团队的会面计划时，商务部新闻发言人何亚东表示，3月26号，中美经贸中方牵头人...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
外交部回应美方加征对等关税：坚决反对 将采取必要措施坚定维护自身正当利益,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2658551.shtml,2025-04-03 15:25:00,来源：财联社财联社4月3日电，外交部4月3日下午举行例行记者会。记者：美国东部时间4月2日，美方发布行政令，宣布对主要贸易伙伴加征所谓“对等关税”，对中国（包括香港...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
商务部：中欧双方同意尽快重启电动汽车反补贴案价格承诺谈判,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2662538.shtml,2025-04-03 15:20:00,今天（4月3日）下午3时，商务部新闻发布厅召开例行新闻发布会。商务部新闻发言人何亚东介绍，中欧双方同意尽快重启电动汽车反补贴案价格承诺谈判...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'电动\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'电动汽车\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'何亚东\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
商务部：中方坚决反对美方基于所谓的232调查采取的关税措施,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtu8373847.shtml,2025-04-03 15:15:00,今天（4月3日）下午，商务部新闻发布厅召开例行新闻发布会，介绍近期商务领域重点工作有关情况，并回答记者提问。 商务部新闻发言人何亚东介绍...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
外交部宣布：泰国公主诗琳通将访华,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2651560.shtml,2025-04-03 15:13:00,来源：环球网 ‍外交部发言人宣布： 应中国政府邀请，泰王国玛哈扎克里·诗琳通公主殿下将于4月7日至13日访问中国。 来源：‍‍‍外交部网站 编辑：朱嘉琪 校对：王亚天...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
习近平向老挝人革党中央总书记、国家主席通伦致唁电,https://news.sina.com.cn/c/xl/2025-04-03/doc-inerwmtp8532594.shtml,2025-04-03 15:12:00,习近平向老挝人革党中央总书记、国家主席通伦致唁电。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'习近平\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'总书记\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'党中央\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
A股收评：三大指数集体收跌，创业板指跌1.86%，消费电子概念重挫,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtp8524978.shtml,2025-04-03 15:03:00,4月3日，A股三大指数集体调整，截至收盘， 上证指数收跌0.24%，深证成指收跌1.4%，创业板指收跌1.86%；北证50收跌0.83%。两市成交额约11376.2亿元...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
江苏省南京市人大常委会主任龙翔被查,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1588006.shtml,2025-04-03 15:00:00,江苏省南京市人大常委会党组书记、主任龙翔涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 （总台央视记者 李本扬）,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
江苏省南京市人大常委会主任龙翔被查,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtu8359468.shtml,2025-04-03 15:00:00,江苏省南京市人大常委会党组书记、主任龙翔涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。（总台央视记者李本扬）©2025中央广播电视总台版权所有,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
紧盯节点强监督 筑牢森林草原“防火墙”,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2656525.shtml,2025-04-03 14:58:00,凉州区古城镇纪委干部在古城镇长流村森林草原防灭火卡口查看值班值守情况。武威市纪委监委提供清明将至，随着气温逐渐回升，春季森林防火进入关键时期。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'防火\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
法治日报 | 江苏为民营经济高质量发展注入法治动能,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2635261.shtml,2025-04-03 14:52:00,民营经济是推进中国式现代化的生力军。如何为民营经济高质量发展注入法治动能，既是时代之问，也是民生考题，更是江苏司法行政人念兹在兹的必答题。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'江苏省\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'法治日报\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
马上评｜智驾不是自动驾驶司机车企都不能含糊,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtr2615555.shtml,2025-04-03 13:51:00,来源：澎湃新闻 4月2日，一段视频在网上爆火：一辆新能源汽车在公路上行驶，但是司机已双手离开方向盘，呼呼大睡。此视频一经传播，迅速攀升至热搜榜首...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
微信又出新功能！聊天引用回复，变！,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtu8332698.shtml,2025-04-03 13:47:00,来源：环球网 4月3日，微信官方宣布上线新功能，微信聊天引用回复现在不只可以回文字，还可以回语音和表情包。 看看微信的小变化。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'微信\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
河北一动物园有熊出逃后紧急闭园，村委会：尚未找到，避免靠近附近区域,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1558511.shtml,2025-04-03 13:41:00,4月3日，有网友发帖称，河北邯郸佛山野生动物园有熊出逃。河北邯郸永年区永合会镇新安村村委会工作人员称，3日上午，村委会及镇政府已派出相关人员，到佛山动物园及村庄,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
副市长被查后还能公开接访？邹城市政府办：会联系相关部门处理,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1557253.shtml,2025-04-03 13:08:00,4月2日，山东济宁市代管的县级市邹城市政府官网公布了《2025年第二季度市级领导干部公开接访安排》。4月2日，邹城市政府官网公布的《2025年第二季度市级领导干,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
财政部有关负责同志就惠誉下调我主权信用评级有关问题答记者问,https://news.sina.com.cn/c/2025-04-03/doc-inerxari2414750.shtml,2025-04-03 12:53:00,2025年4月3日 来源：财政部新闻办公室 近日，财政部有关负责同志就惠誉下调我主权信用评级有关问题接受了记者采访。 记者问：4月3日，惠誉发布报告...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'财政部\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'惠誉\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中国经济\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
小米SU7高速起火之后有车主称曾在同路段发生事故，当地回应→,https://news.sina.com.cn/c/2025-04-03/doc-inerwfmr8581655.shtml,2025-04-03 11:40:00,小米SU7在高速公路上发生事故起火致车上3人遇难的事故引发关注。4月1日晚，有网友在知乎发帖分享称，3月13日晚，在同一个路段，开着同样的车，发生同样的事故。该,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
铁路清明假期运输启动 全国预计发送旅客8450万人次,https://news.sina.com.cn/c/2025-04-03/doc-inerwfmt2701859.shtml,2025-04-03 11:09:00,来源：央视网央视网消息：据@中国铁路 消息，为期5天的铁路清明假期运输今日（4月3日）启动，自4月3日至4月7日，全国铁路预计发送旅客8450万人次...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'旅客\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'列车\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'旅游\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
知名运动员离世，曾是国家队主力,https://news.sina.com.cn/c/2025-04-03/doc-inervzcy8540723.shtml,2025-04-03 11:02:00,来源：江南都市报 据志丹县足球协会4月2日消息，3月27日早上6点53分，陕西足坛名宿、志丹足球名人堂成员毛三虎在西安因病逝世，享年81岁。,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
国家安全机关侦破菲律宾间谍案 3名菲籍间谍落网,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2809589.shtml,2025-04-03 11:00:00,新华社北京4月3日电 近期，我国家安全机关侦破一起菲律宾间谍案件，依法拘捕三名涉嫌在我境内从事间谍活动的菲律宾籍人员。菲律宾籍在华人员大卫·斯皮内斯（David,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
刚刚山西地震！“差点从床上晃下来…”大同网友表示震感明显,https://news.sina.com.cn/c/2025-04-03/doc-inervzct8704941.shtml,2025-04-03 10:54:00,来源：新闻晨报 中国地震台网正式测定：4月3日9时53分，在山西朔州市怀仁市（北纬39.81度，东经113.16度）发生3.6级地震，震源深度15千米。,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
致敬英雄！愿每一次出警 都能平安归来,https://news.sina.com.cn/c/xl/2025-04-04/doc-inervzct8685804.shtml,2025-04-03 10:44:00,新中国成立以来，共有17731名公安民警因公牺牲，其中3752人被评为烈士。2024年，全国共有208名民警、174名辅警因公牺牲。愿每一次出警，都能平安归来！早点回家吧，这是所有民辅警家属们共同的心愿。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'辅警\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'烈士\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'公安民警\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
美国自绝于全球自由贸易之外,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2805117.shtml,2025-04-03 10:44:00,来源：央视网 当地时间4月2日，特朗普宣布其最新的关税计划。在这之前，美国贸易代表办公室发布过一份通知，其中就提到了20多个与美国存在最大商品贸易逆差的经济体。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'美国\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'自由贸易\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'经济体\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
黑龙江鸡西坤源煤矿“12·20”重大运输事故调查报告公布,https://news.sina.com.cn/c/2025-04-03/doc-inervzct8669035.shtml,2025-04-03 10:12:00,新华社哈尔滨4月3日电（记者孙晓宇）4月3日，黑龙江鸡西坤源煤业有限公司坤源煤矿“12·20”重大运输事故调查报告公布。经调查认定，这是一起因隐瞒作业区域、违法,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
商务部新闻发言人就美方宣布对等关税发表谈话,https://news.sina.com.cn/c/2025-04-03/doc-inervzcx1738098.shtml,2025-04-03 10:04:00,中方注意到，美东时间4月2日，美方宣布对所有贸易伙伴征收“对等关税”。中方对此坚决反对，并将坚决采取反制措施维护自身权益。美方声称自己在国际贸易中吃了亏，以所谓,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
让产业工人学历、能力双提升！全国总工会等四部门联合印发,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2796513.shtml,2025-04-03 10:03:00,全国总工会、教育部、人力资源社会保障部、全国工商联日前联合印发《关于广泛实施求学圆梦行动 推进产业工人学历与能力提升的意见》（以下简称《意见》），面向产业工人...,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
商务部新闻发言人就美方宣布对等关税发表谈话,https://news.sina.com.cn/c/2025-04-03/doc-inervzcy8516963.shtml,2025-04-03 10:01:00,来源：央视网央视网消息：据商务部网站消息，商务部新闻发言人就美方宣布对等关税发表谈话。内容如下： 中方注意到，美东时间4月2日...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'商务部\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'美国\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'关税\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
非法收受巨额财物！四川省政协原副主席崔保华被决定逮捕,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2789261.shtml,2025-04-03 10:00:00,正义网记者4月3日从最高人民检察院获悉，四川省政协原党组副书记、副主席崔保华涉嫌受贿一案，由国家监察委员会调查终结，移送检察机关审查起诉。,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
最高人民检察院依法对崔保华决定逮捕,https://news.sina.com.cn/c/2025-04-03/doc-inervzcx1735097.shtml,2025-04-03 09:59:00,记者今天（3日）从最高人民检察院获悉，四川省政协原党组副书记、副主席崔保华涉嫌受贿一案，由国家监察委员会调查终结，移送检察机关审查起诉。,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
SU7事故遇难者男友说我想你了,https://news.sina.com.cn/c/2025-04-03/doc-inerwfmr8595953.shtml,2025-04-03 09:54:00,【#SU7事故遇难者男友账号已清空#】4月2日晚，小米SU7事故遇难者母亲@诗雨370491153清空事故相关微博，其男友账号也已清空相关内容，此前曾获1.3万,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
A股开盘：三大指数集体低开，沪指跌0.91%，光通信、AI穿戴、光刻机等概念股走低,https://news.sina.com.cn/c/2025-04-03/doc-inervzcy8488442.shtml,2025-04-03 09:27:00,4月3日早间A股开盘，上证指数跌0.91%，深证成指跌1.22%，创业板指跌1.26%，北证50跌1.57%。光通信、AI穿戴、光刻机、算力、跨境支付、机器人概,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
最新报告显示：亚冬会期间境外势力曾对我关键网络基础设施实施攻击,https://news.sina.com.cn/c/2025-04-03/doc-inervzcx1709335.shtml,2025-04-03 09:22:00,来源：环球网 [环球时报-环球网报道 特约记者 袁宏]3日，中国国家计算机病毒应急处理中心发布的最新报告显示，在我国承办亚冬会期间，境外势力试图通过网络攻击手段破坏...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'网络攻击\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'美国\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'荷兰\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
保护费没用！特朗普宣布对台征32%“对等关税” 赖清德社媒被“灌爆”,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2807947.shtml,2025-04-03 09:10:00,中国台湾网4月3日讯综合台媒报道，“台湾是全球大部分先进半导体的生产地，台湾将面临32%的关税。”美国总统特朗普在美国时间2日（北京时间3日凌晨）举行记者会宣布,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
广州围绕“三力”深化功能性改革 加快构建现代化产业体系,https://news.sina.com.cn/c/2025-04-03/doc-inervzcv2749471.shtml,2025-04-03 09:09:00,广州市国资委按照国有企业改革深化提升行动的部署要求，聚焦服务广州城市战略，围绕提升产业引领力、价值创造力、科技创新力深化改革，推动国有企业更好履行使命责任。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'广州市\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'深化改革\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
中船集团喜迎首季经营业绩“开门红”,https://news.sina.com.cn/c/2025-04-03/doc-inervuvv8757469.shtml,2025-04-03 09:04:00,一季度，中国船舶集团有限公司营业收入同比增长4%，利润总额同比增长26.6%，营收利润率同比提高1.4个百分点，民品产业新接合同金额同比增长13.7%。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'中船集团\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中国船舶\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'利润率\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
中国一汽2025年首季销量成绩亮眼 整车销量超76万辆,https://news.sina.com.cn/c/2025-04-03/doc-inervuvv8757467.shtml,2025-04-03 09:04:00,近日，从中国一汽获悉，1至3月，中国一汽整车销量达76.2万辆，同比增长2.5%。其中，自主品牌销量22.3万辆，同比增长7.4%；自主新能源销量5.9万辆，同比增长152%...,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'中国一汽\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'红旗\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
连锁咖啡品牌方，被赵丽颖起诉索赔！公司注册地人去楼空，“几个月前就已经搬走了”……,https://news.sina.com.cn/c/2025-04-03/doc-inerwmtt1560497.shtml,2025-04-03 09:02:00,近日，四川乐山市市中区人民法院发布公告，演员赵丽颖以人格权受到侵犯，起诉重庆半糖攻势餐饮管理有限公司、乐山市市中区咖百世餐饮店及第三人河南微马文化产业发展有限公,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
3月中国仓储指数为50.8% 连续五个月保持在扩张区间,https://news.sina.com.cn/c/2025-04-03/doc-inerwfmr8575997.shtml,2025-04-03 09:00:00,中国物流与采购联合会今天（3日）公布了3月份中国仓储指数。指数连续5个月保持在扩张区间，3月份较上月还有所加快，反映出仓储业务活动活跃，货物周转效率提高，仓储行,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
独家披露！哈尔滨亚冬会赛事信息系统遭境外网络攻击超27万次,https://news.sina.com.cn/c/2025-04-03/doc-inervuwa8599265.shtml,2025-04-03 09:00:00,【#黑龙江近期遭大量境外网络攻击#】#哈尔滨亚冬会遭美国荷兰等地网络攻击#国家计算机病毒应急处理中心和计算机病毒防治技术国家工程实验室今日公布：第9届亚洲冬季运,"['[\'[\\\'[""[\\\\\\\'[]\\\\\\\']""]\\\']\']']",2025-04-03
广安观潮丨一个山头一个山头攻,https://news.sina.com.cn/c/2025-04-03/doc-inervuvx2876652.shtml,2025-04-03 08:52:00,“全国纪检监察机关共立案87．7万件，留置3．8万人，给予党纪政务处分88．9万人，其中金融领域1．7万人、国有企业9．4万人、烟草系统3147人、医药领域6万人。,"['[\'[\\\'[\\\\\\\'[""[\\\\\\\\\\\\\\\'腐败\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'中央纪委\\\\\\\\\\\\\\\'""\\\\\\\'\\\'\'', ' \' \\\' \\\\\\\' "" \\\\\\\\\\\\\\\'广安市\\\\\\\\\\\\\\\']""]\\\\\\\']\\\']\']']",2025-04-03
